# random QPEC data from matlab

param n := 50   ;
param m := 60   ;
param p := 50   ;

param	 	A
	:                 1                     2                     3  :=
	:                52                    53                    54  :=
	1      0.8780651713815499      0.178132381362944     0.2292131177096235
	2      0.8385021985586008     0.9930299537397522       0.80593491489962
	3      0.6649163675328964     0.8042050243662369     0.4012317557164989
	4      0.2250666073774998     0.7438150967046633      0.684025350454289
	5       0.588669173523842      0.552007295011768    0.08322049215337565
	6      0.5458420333314533    0.06619024387958336     0.7061977166904617
	7      0.3088238623735959     0.6926164907741488     0.9373684383309008
	8      0.6806146814998534       0.82734562977232      0.846481120135799
	9    0.003081404846634437     0.9534770217334576     0.0119001497364733
	10    0.03911820436260813     0.2873027072331739     0.9943973858416827
	11     0.7181762357720016     0.1533326392202579     0.6940594590186405
	12     0.8205196372593414     0.1352626109390372     0.8091356957310695
	13     0.5651581901040528     0.3731563612639881     0.7954278789776881
	14     0.4606693778615134     0.1606619938565304     0.7587951591839617
	15     0.8384226631142285     0.8208483044165534     0.3389195001930753
	16     0.4427961237712783     0.5190345194888993     0.1480737481885337
	17     0.4936582692777172     0.7462224922875088     0.9557971704830288
	18     0.8632788773989108     0.1328017733965422     0.6438089069238677
	19    0.06271852834550783     0.1971263221379108     0.3457070204180942
	20     0.1703979961099087     0.9499599268337775     0.7261973459837132
	21     0.1272720422293514     0.3602192802034173      0.532250368855634
	22     0.1543152470876448     0.7667613001415733     0.3919475196898167
	23      0.776471064678422     0.3415305945662175     0.1837105049890644
	24     0.1263549728205689     0.8306596714551132     0.9350997066403711
	25     0.2277588058985883     0.7534288921901486     0.6399838955267245
	26     0.1771606211071423     0.7383207589899703      0.544019795130643
	27     0.9065174963727132     0.5902245907425644     0.8545716565986717
	28     0.5117912637297319     0.4564219926459591      0.842348424506289
	29     0.4987976963386653      0.840320920366791     0.1993116142770424
	30     0.7547399059084543     0.2980401407727554     0.5478507974466093
	31     0.5258551580781785     0.6654198207536941     0.4341448511118395
	32     0.3322556935420978     0.2459039762874497     0.9213616014539299
	33       0.75009147492263     0.3884368048534286     0.4354949549649708
	34      0.938706925912715     0.6495831517597438     0.6242222664107219
	35     0.9261216098737958     0.8886180473891435     0.2723398385326002
	36     0.1369949931514844     0.2999363949064778     0.9981019951509562
	37     0.2184595554311341     0.2819547314620622     0.7719622352139696
	38     0.4581705188355439     0.5807606210454046    0.02439838332553519
	39    0.04373648277170693     0.3575847154690187     0.3852209257049735
	40     0.7465183368086197     0.9571845122613198     0.3273519774446841
	41    0.07803640180881519     0.6016067300731226     0.9610739106794612
	42     0.5669593121492104     0.9717382906332751    0.04407722819623827
	43     0.4080248000374938     0.9887658287639421     0.1733733405620315
	44     0.1753295311662644      0.482618049743201     0.9256225084962642
	45     0.1218680424487872    0.05442703329204102     0.5525107704769029
	46     0.5632332508721622     0.5495684144440677     0.8887523533241135
	47     0.6711523047118809    0.09542918158984941     0.7454313450303832
	48     0.6420230843628194     0.8680417954683283     0.6428125004444364
	49     0.7860592320955072     0.5290793107291403     0.3454115978515651
	50      0.891143644500145     0.4294755866870257     0.7714730029205852
	51     0.8390771443041601     0.9820173680134322     0.3535992219598646
	52      29.64172766764193     0.4434898772396325     0.7339288698913693
	53     0.8933619447411436      32.33632707799541    0.07278937772530325
	54     0.2358554178557084     0.0231717317671482      33.47200291248457
	55     0.8474396448147669     0.7380529179422685     0.3426798914507941
	56     0.6304305691400675     0.3719800461235352     0.7113796195006453
	57     0.4256423700807492      0.538901164819799     0.6856359934435484
	58     0.8492394394175802     0.5937383643889071     0.2417761506681547
	59     0.2764290038984819     0.5501101744592581     0.6372601627900092
	60     0.1838370599339995     0.9362755051361337     0.8508294273274595

	:                55                    56                    57  :=
	1      0.5066982888839396     0.7829530167142646     0.4138323410834047
	2      0.3354984905672447     0.6479648590150126     0.7681375846930547
	3      0.2682999070614236     0.5369578695700161     0.2953645216144384
	4      0.5762388936235829     0.7706080052381257     0.4312640663662903
	5     0.03847270834721896     0.3406678992132658     0.7604973260337979
	6       0.793738381419808      0.201035688375787     0.3195071433608272
	7      0.9767387761131677    0.08805310040372231     0.6052104265432762
	8      0.1428515727740738     0.1345175709774232     0.6903854640581386
	9      0.6758355601219842     0.1548587177936104       0.54931550165236
	10     0.8879067231209611     0.2684002218016542     0.1455332413860193
	11      0.741870627404569     0.7112931979331568     0.1939423511825461
	12    0.02791981395889376     0.1367428501485997     0.3747236156258882
	13    0.09572289809569309     0.7917598320634111     0.3598356615154706
	14      0.596968819934161     0.8062926770130066     0.3840446309014087
	15     0.3998640079523806     0.3998340247396565     0.5002448232292468
	16     0.4365337891954305     0.0939247655840818     0.4835809504069506
	17     0.2466322269512192     0.8029383109797209     0.6144799974380716
	18     0.5015512853198399     0.4869844187392903      0.745900244995192
	19     0.4990461148138182     0.3631210206407423     0.7407523679516772
	20      0.105759524670653     0.0144478540803831    0.07294274526252961
	21     0.6608687892150267      0.225113041245628     0.5413502627439921
	22      0.744508699353392     0.6776544671655275      0.744574205812885
	23     0.1783974958256646     0.6563230403464259     0.5349565050814279
	24    0.05974448669452368     0.2442124172629198      0.158881061168423
	25     0.5215148607384611     0.6650037305410156     0.2186366621710359
	26     0.7187832150061676     0.9826592008532054     0.4025316538059652
	27     0.8733457557794616     0.5598770049889111     0.7755364416028848
	28     0.9242818940108489     0.4847834670659913       0.92693064645087
	29     0.7111459628180549     0.4949746309507916     0.9437802626792307
	30     0.4756027040941108     0.8045289680966988     0.4833185446352403
	31      0.890956306208002     0.9491480137269747     0.6937812789621375
	32    0.08471653067343779     0.7102196740664075     0.4799113756713368
	33      0.920010999892256     0.6702111958883042    0.08119512293096413
	34      0.960358949304185     0.6924154516311271      0.813726414708501
	35    0.01025981236334982     0.4343209697114974     0.6691513672016958
	36     0.1185750431965552    0.07609620948143532     0.4987535910680488
	37    0.06383093305629983     0.6275436509404705     0.7344862688763834
	38     0.7989287653885084     0.9322811253649851     0.1460427588939739
	39     0.8489122709252392     0.7963730326948461     0.3381326465831535
	40     0.6855600484364271     0.7905972588668023     0.9235160465953796
	41     0.5589508503968788     0.9019110382522074     0.9200726949197572
	42     0.8765662384964442     0.1407117958685141     0.8404182822330998
	43     0.3898889418767082     0.9608744641651032      0.166364668899551
	44     0.8901065030270191     0.7756892994234721     0.7836563004983126
	45     0.2011464674758744     0.7099151669624159     0.2456829257907858
	46     0.4135365612124201     0.1221636453033488     0.9638899693762739
	47     0.6631735811358793     0.4628527623537729     0.8682525556341253
	48     0.2510265219116826       0.86293022937535     0.9596493753984205
	49     0.3098464297472324     0.8411888887996818     0.3138034314286737
	50      0.680392991536988     0.1503265465714299     0.4218376923069755
	51     0.9469542465780638     0.7190026109553598     0.1164318903007983
	52     0.9653461915705663     0.7478747147401712     0.5569624292621339
	53     0.1900183042014159     0.8762274954816986     0.1316855289038986
	54     0.5921787035329465     0.1341662543491269     0.2628837098817111
	55      31.01888804805742     0.6275299411218049     0.4851690225308274
	56     0.2439260120421711      31.74873842875496     0.9931862858609291
	57     0.6241040261131016     0.0344014330150923      30.84708589344143
	58     0.9086318533517695    0.07149145903342337      0.235720556032935
	59     0.7791998957893176      0.996351030318006     0.4635397031363382
	60     0.4194417947508908     0.5954372007500829     0.5491907481017696

	:                58                    59                    60  :=
	1      0.9661694621458096     0.9795911135853055      0.254523793333769
	2      0.6095550789818081     0.7083697582485405     0.2863894870957757
	3      0.9865072317109278     0.2676058949563408     0.9891449381024365
	4      0.9793328013503095     0.6467227079881325     0.7216133540445566
	5      0.5778480332238392      0.737116362774258     0.3104537977138592
	6      0.6214208215531398     0.5110815659924315    0.05779146340885253
	7      0.8506016205746215     0.6931028008433768    0.04719673671917074
	8      0.4834742420819276     0.6136903506114588     0.6003399117416331
	9      0.8701970129103193     0.7627378121591785     0.1662328228457859
	10     0.9182585540348364     0.5241423044395618     0.9645135133602134
	11     0.8560858990894175     0.1690267833402762    0.08124327013667205
	12      0.881943557848435     0.9101589813140261     0.9874534834146993
	13     0.9923756049375256     0.2727837784671458     0.6248947760990121
	14     0.9008463847630014       0.80552824339351     0.4130456278390433
	15     0.8720225276971315     0.7281842938292273     0.7524573559560488
	16     0.1940192317894647     0.8743788564554474     0.3418596405678356
	17     0.8146330938491188     0.5398058204933045     0.3941125160784794
	18     0.5065462030006143     0.1218839296913584      0.908434953121671
	19   0.008199000176946039     0.8137144112656103    0.04448253346644834
	20     0.1289012598498166     0.7318238030976871    0.01677481946899002
	21     0.4510557056893251     0.5163899925944546     0.5245562439437393
